filename,chroma_stft_mean,chroma_stft_median,chroma_stft_sd,chroma_stft_ptp,rmse_mean,rmse_median,rmse_sd,rmse_ptp,spectral_centroid_mean,spectral_centroid_median,spectral_centroid_sd,spectral_centroid_ptp,spectral_bandwidth_mean,spectral_bandwidth_median,spectral_bandwidth_sd,spectral_bandwidth_ptp,rolloff_mean,rolloff_median,rolloff_sd,rolloff_ptp,zero_crossing_rate_mean,zero_crossing_rate_median,zero_crossing_rate_sd,zero_crossing_rate_ptp,tempogram_mean,tempogram_median,tempogram_sd,tempogram_ptp,bpm_mean,bpm_median,bpm_sd,bpm_ptp,mfcc1_mean,mfcc1_median,mfcc1_sd,mfcc1_ptp,mfcc2_mean,mfcc2_median,mfcc2_sd,mfcc2_ptp,mfcc3_mean,mfcc3_median,mfcc3_sd,mfcc3_ptp,mfcc4_mean,mfcc4_median,mfcc4_sd,mfcc4_ptp,mfcc5_mean,mfcc5_median,mfcc5_sd,mfcc5_ptp,mfcc6_mean,mfcc6_median,mfcc6_sd,mfcc6_ptp,mfcc7_mean,mfcc7_median,mfcc7_sd,mfcc7_ptp,mfcc8_mean,mfcc8_median,mfcc8_sd,mfcc8_ptp,mfcc9_mean,mfcc9_median,mfcc9_sd,mfcc9_ptp,mfcc10_mean,mfcc10_median,mfcc10_sd,mfcc10_ptp,mfcc11_mean,mfcc11_median,mfcc11_sd,mfcc11_ptp,mfcc12_mean,mfcc12_median,mfcc12_sd,mfcc12_ptp,mfcc13_mean,mfcc13_median,mfcc13_sd,mfcc13_ptp,mfcc14_mean,mfcc14_median,mfcc14_sd,mfcc14_ptp,mfcc15_mean,mfcc15_median,mfcc15_sd,mfcc15_ptp,mfcc16_mean,mfcc16_median,mfcc16_sd,mfcc16_ptp,mfcc17_mean,mfcc17_median,mfcc17_sd,mfcc17_ptp,mfcc18_mean,mfcc18_median,mfcc18_sd,mfcc18_ptp,mfcc19_mean,mfcc19_median,mfcc19_sd,mfcc19_ptp,mfcc20_mean,mfcc20_median,mfcc20_sd,mfcc20_ptp,label
blues.00000.wav,0.3499431970389887,0.2541291802142499,0.2979255894364039,0.9981171230418229,1784.4204464946638,1740.1945410791839,360.2633609423946,3004.2852792046597,2002.6501916232642,2005.9836340128527,293.08196326072806,1913.8803294308061,3806.4853160373937,3649.8779296875,949.5588061190823,5813.96484375,0.08306639113293343,0.078125,0.02768996741355138,0.20947265625,0.13022463023662567,0.12615755200386047,0.0531872995197773,0.3010818660259247,0.15271648615957492,0.06592194462667945,0.1825980956623744,1.0000000000000029,123.046875,123.046875,0.0,0.0,-113.5967421787754,-115.42185076591323,50.648819965354704,279.65309014841125,121.55730196553871,121.82654003107228,17.200908468461435,117.8642937168793,-19.158824574192572,-18.105005543989808,15.350782334771317,99.26710646650793,42.351028761460356,43.767075112498745,12.284883860355869,72.7070797732866,-6.376457093993789,-5.621966092313241,12.95710035336065,79.56484854628246,18.61887471034815,19.386034216324724,9.445806005529139,56.17497849498116,-13.697910860170115,-13.79619896734933,8.225035559627136,53.61393869484371,15.344630200831624,15.852160150158866,8.305548253569254,54.212532035859965,-12.285265747087779,-11.848495234662026,9.061618463941223,52.70102899286907,10.980490823454828,10.905349599039377,7.963517574721405,53.7628867711347,-8.324323400509186,-8.198609824451884,7.862141097875785,48.31671601664992,8.810668332085013,8.84317126342608,7.157399708809333,43.72655631097889,-3.6673674323082706,-3.468993568628637,6.422199499306054,49.05140417960976,5.751690395008692,5.59131858546122,6.36907808135133,48.40204261396367,-5.162761370348356,-5.48398609048955,7.057897863304084,45.813692156927594,0.7509466000625327,0.8432117936682354,7.2428721749957905,50.36561722561374,-1.691937255133863,-1.9760500170467021,6.045715393327906,39.22961857263738,-0.4099536931866388,-0.8158288689077742,6.453121875481128,40.27516784832886,-2.300208093109955,-2.682406920477934,7.422604954711956,54.01373489599918,1.2199281312510961,0.9413910132512655,6.8535615507212615,56.08597305862598,blues
blues.00001.wav,0.34098316162800596,0.2324546803724284,0.3081903365034012,0.9981920692496453,1529.8353159300757,1461.4377370170773,613.175361476732,5023.201847876861,2038.617578969221,2050.2039102914387,462.379133215123,2356.165173423119,3548.8202074363876,3219.2138671875,1725.2496539016577,7751.953125,0.056044256724071206,0.0478515625,0.03805920843998772,0.3173828125,0.09591842442750931,0.09378471970558167,0.0487181581556797,0.26732543110847473,0.11885376484260912,0.04885415982330123,0.15287433464845904,1.0000000000000022,107.666015625,107.666015625,0.0,0.0,-207.5567959584134,-195.53642911445232,88.12844001315881,422.5989382855402,124.00671718798907,125.52903019704988,23.673832785280432,163.88848942593884,8.930561658882072,12.884701061964869,23.929261654793578,138.68985310549442,35.8746844809312,36.3690248135247,16.26991678613397,102.61001543393074,2.9160377216746487,3.6045102282769403,16.735913355948515,84.89703827889122,21.523724844956494,22.6924483081996,12.507802050629932,77.46542104853472,-8.554703081545176,-8.07354437144955,14.17741128158607,85.91318996335494,23.358672450147157,22.756614145997137,11.936523342139985,71.35452336623011,-10.103616358929084,-10.163239368817715,12.89472459521267,74.26434051303048,11.903743520041866,12.152260455957542,10.219956635597258,69.9506621267436,-5.560387184424064,-5.832583423319046,10.262492288248552,61.759249587355015,5.376802045265042,4.820611259792182,9.81236086227869,62.59200836151423,-2.2391193276216512,-2.5646214782950723,8.055375884695858,46.41961569686568,4.216963081367921,3.986514258052112,8.554978313649537,49.82528964650761,-6.012273272105527,-5.880527388604936,7.243463544883098,44.61743618176749,0.9361085469011244,0.226998914010971,7.44076217803207,58.91188840055984,-0.7165368469495237,-0.928635305828591,7.752875130413531,47.866063146512104,0.29387517328195234,-0.1304188405358872,6.939540258990295,39.92704089315255,-0.2874306648121582,-0.42376842955231725,7.150418904787071,52.14663379610554,0.5315729228628573,0.2910272670669078,6.769420454263875,44.87159309066522,blues
blues.00002.wav,0.363602838496103,0.27557767707229996,0.292038766391982,0.9968316566290627,1552.4819582458867,1510.4090168199664,395.63407046750604,4252.515911537134,1747.1659849613077,1740.7904712767895,275.765674513652,1702.5274282882356,3040.514947755418,2906.982421875,884.9383800037886,6115.4296875,0.07630074799245357,0.07373046875,0.031737819011002394,0.42822265625,0.17557303607463837,0.17412176728248596,0.05242328718304634,0.286837100982666,0.13679821820714055,0.059159068350807274,0.1644858860946091,1.000000000000003,161.4990234375,161.4990234375,0.0,0.0,-90.75439379120982,-85.410816851489,57.62578595584422,376.3362221792224,140.45990690263565,142.65145783470126,22.560396339695505,210.63378498374195,-29.109965287934813,-29.16627255759421,20.292447099358267,131.55717695014957,31.689014398051967,30.352984488094737,12.007209514433905,90.34349046834424,-13.987036007373844,-13.18758124215946,12.476018290244255,101.54021908881356,25.754761159219047,25.71621964540552,8.631958892778336,67.26521327643998,-13.649585904665592,-13.863637069837782,10.33465336713042,77.01866730539206,11.629270996424347,13.120135485533936,10.32379791152715,65.30600755025407,-11.780588908636357,-12.687676145719177,8.098292039417512,64.62093071598333,9.706442349681254,10.48946800619434,8.235600569098697,64.75863861618924,-13.12311144339877,-13.279473950557565,7.596486613671903,58.3109771284618,5.789264864716308,6.888942172672701,8.033044790540934,57.81103020722824,-8.905224434030334,-10.095500348583423,7.774160554873213,51.93233608475611,-1.083719989863439,0.008564324562128633,7.5975405123305135,54.358002422863976,-9.218358897037506,-9.588641353050527,6.040387061417111,39.950006982707755,2.4558052297775754,2.3343262411057695,6.372683062654504,40.368547299576974,-7.726901333051799,-7.963684777606742,6.904746595377551,45.16734444064181,-1.8157238511277158,-1.8041271717955012,7.240518900055002,53.61717586686706,-3.433434271765646,-4.491254775301521,6.828190452543045,41.39856675811963,-2.226821441030718,-2.1105807376765586,5.52957338314474,46.309783577234796,blues
blues.00003.wav,0.40477900205935147,0.31987764677918407,0.3066088188370087,0.9942624257896937,1070.1199533246042,1003.6397463261176,429.5327907710827,2917.7286162533524,1596.3339477626816,1558.068557492912,408.11954720481225,2503.4812652630176,2185.028454098539,1905.6884765625,1222.39519418623,7224.3896484375,0.03330894446594427,0.03076171875,0.02056877198727728,0.138671875,0.14119118452072144,0.12895280122756958,0.07961654663085938,0.3744052052497864,0.11133403458045894,0.04293959232733203,0.14483385369330903,1.0000000000000022,172.265625,172.265625,0.0,0.0,-199.4311443622731,-196.80549627823063,74.13010842492052,349.88743672319174,150.0992177925424,149.26888020565582,21.3723617402872,172.2721213837383,5.647594315988096,7.517887013396708,16.033262694413008,106.62908517562884,26.871927453199177,28.092025365272395,12.576812859373348,90.75627495680126,1.7544625735083497,3.1218061644862125,16.36676970985555,87.17600714509108,14.238344231066362,14.825494560848732,11.263585852482601,80.07428985400796,-4.830882173320007,-2.208891716730882,12.491242729689489,66.42258537260027,9.297965261251443,9.874910600613783,9.008867426789271,49.11852919097362,-0.7577411657573517,0.6240236847933789,9.60100145553227,54.821904637786865,8.14901219072634,8.514945294223374,8.438341305783045,62.10933805994453,-3.196313537204914,-2.5825997496933635,10.502337282944609,70.94452721009242,6.087675942506244,5.674512385311596,6.942457326213736,54.48526354635141,-2.4764204886511507,-1.8799826745748835,7.5380230229023875,53.54189832605277,-1.0738903951531724,-0.48612017745073177,7.893013044434951,55.787956894095075,-2.874777409116272,-3.0363275979868205,7.188340201465242,64.88549405505562,0.7809762925870135,0.13902426975343707,6.667843739666908,48.777198682693786,-3.316932190869324,-2.6153235162364594,7.0876208483117145,47.39416600759472,0.6379808733561015,0.8181329256682456,6.111054859299454,39.285282816377574,-0.6196898234783055,-0.5777370624596814,6.107267335940663,39.26244386959685,-3.408233245472,-3.726225159845587,5.6548073956142915,38.021260630727596,blues
blues.00004.wav,0.3085901278168974,0.20148822580391895,0.29639481713128435,0.9986528319357934,1835.4946028033323,1732.7395752656953,585.9614680225708,3614.4983565211282,1748.3624480992842,1738.8719379670713,297.4323676324617,1689.0389721171603,3580.945013182082,3547.59521484375,1253.9156647743953,5932.3974609375,0.1015001421004257,0.0927734375,0.044198516021300496,0.32666015625,0.09156321734189987,0.08298998326063156,0.04799627140164375,0.2807219326496124,0.133789183916862,0.05578586149149657,0.1617781989431161,1.0000000000000027,135.99917763157896,135.99917763157896,0.0,0.0,-160.2660312475091,-156.5870858701004,72.061448555245,350.15542315146195,126.19880035817376,130.54602772840846,29.221142242417365,199.69381180380304,-35.60544844761134,-36.986682098233004,18.266085902651408,106.53561977647853,22.153301100991346,21.883902504728113,13.912118798886992,100.15230306503665,-32.48926973247686,-30.565703920438743,18.34121190493973,114.6715027602341,10.864512127345405,10.26968094104002,11.607742895970528,67.6566051042413,-23.35792856972368,-22.317819895951516,9.658837688201823,65.75668166632991,0.5031167364146415,-1.25414100002181,11.16860228873234,61.685549528607105,-11.805831155065967,-11.081825399090011,11.400602312464656,68.35269621937837,1.2068041059610581,1.2344264876530544,9.987699212176794,55.14985112295775,-13.083820342148625,-13.401596457116923,8.962363513259573,66.38925340456115,-2.806384648572617,-3.542327106439337,9.298361358095732,62.0442591012651,-6.934122214222659,-7.087529348503596,9.466887073959178,60.677697998359776,-7.558618518791335,-8.121041569926826,8.423468894265039,62.38708486887617,-9.17355225116578,-7.680167728806828,8.702869063798001,56.517812328492106,-4.512165860475425,-5.29372121612807,9.27531483563441,56.343875508112,-5.4535382440810105,-5.1460345712772435,8.679119214492351,57.368385368527264,-0.92416163649439,-0.9533764315758525,7.3200828096754815,45.16807531619423,-4.4093325284903475,-4.0008390105078995,7.932865588258514,55.85821257374747,-11.703781255971851,-10.74773184498596,7.432078940360101,46.62038520669046,blues
blues.00005.wav,0.30234642657347954,0.19543830125648903,0.2958780152867776,0.9982928797001485,1831.9423675966686,1470.9967693666845,1015.5092311530872,4753.496051307147,1729.4832411267007,1695.9478679937106,449.47545589981513,1887.1403359036403,3480.9372845818016,2906.982421875,1810.1173807006962,6922.9248046875,0.09403986975135449,0.0654296875,0.07897575479333778,0.4658203125,0.10346758365631104,0.09511196613311768,0.06310904771089554,0.4553483724594116,0.11357088693792179,0.04863735844808269,0.14601555527431317,1.0000000000000022,112.34714673913044,112.34714673913044,0.0,0.0,-177.86904821442045,-168.75626715286262,85.44882208486995,465.22345620397306,118.19691616077793,132.7602470229347,56.54703127406797,279.89920355432326,-17.550672641935268,-23.280500273035265,25.58477156302678,142.57457904793222,30.75863455799999,29.063919931755713,22.047790347452942,131.0444506017061,-21.742746024838958,-21.212897126990452,20.825881695006945,131.76223331475745,11.90380180486652,8.856617117751416,16.31608544998144,83.69630288912064,-20.734248574102413,-19.3462250646832,13.033184924972257,81.9067627089955,3.180597271643196,2.473646661838292,11.566773763402335,67.28375576332256,-8.583483731605433,-7.097437714475418,13.128410292475754,77.75845289126997,-0.936487501438834,-2.177620131693943,10.009261714615679,59.68509163046741,-11.77627331038401,-11.011421847879436,8.751357487615962,61.41310926197505,-2.4206146261137493,-2.6423061554694596,8.859220847268894,70.81574392420225,-9.339364687322172,-10.380645083323301,8.962607770207088,53.76267385979422,-9.93932489233774,-9.879720665577311,6.897561960121605,52.85474977037116,-3.909892093194323,-3.771040212507655,7.750657365651583,60.666328761838734,-5.570624715427678,-5.992473964012569,8.518281973849753,55.770320902003256,-1.839023211815163,-0.20411290678541605,8.291841321967205,46.5400571337236,-2.7784210893939982,-2.5401188890177053,6.514775968349586,48.49833593163585,-3.046866148739342,-3.188707535418743,6.311963995422752,42.89996694850005,-8.115809021660661,-7.867207463676316,6.804971585609981,42.11291266525485,blues
blues.00006.wav,0.2913080018602458,0.17111898056588176,0.30658744125103693,0.9998014593434833,1459.0784827344282,1311.612769743455,661.8856703299022,4083.7836711035707,1388.9133116502298,1245.0370795574595,430.29622698732845,1918.6137452227772,2795.6164286232583,2411.71875,1273.8413758358222,6319.9951171875,0.07302790308146284,0.064697265625,0.0436989109483751,0.3583984375,0.141795814037323,0.1247011125087738,0.09382355958223343,0.5419608354568481,0.11097314552553547,0.04595605332808264,0.1405521280662228,1.0000000000000024,123.046875,123.046875,0.0,0.0,-190.1494699473497,-183.37580337646943,98.24462202951194,472.90855491596574,130.29695102940653,140.69047403638922,43.97969504317102,216.77591445947917,-36.34413831086846,-39.459830432551406,36.16195454898855,172.01092512506688,33.01305035920638,29.20414910301468,21.917268949658805,127.06877575697608,11.106935525152583,23.080405236510437,32.93151718939914,163.25069114534136,-0.615158306647949,-1.1688943146606314,16.75944705620349,86.70215111894773,-20.862009536616473,-20.695090806081904,12.33914017754862,83.93435004357535,0.2700911238491451,-0.12828973025833879,10.148165346962072,61.92587466021055,-6.489759729485372,-5.313180981352442,11.44663207171509,73.52549124438089,-5.517093200605551,-5.121224488895804,12.392672737841457,87.91458592063019,-7.84032799160835,-7.409755551996137,9.354565649843352,70.86229230113196,-3.1256783516769846,-3.749001143910168,8.01525705354579,64.69392516557866,-6.593118171711411,-6.614563275828967,8.897778282017253,74.22788854125473,-9.942267638901264,-9.755757111320452,7.94730624986549,50.152202526257696,-6.537223946843331,-7.380111875964465,9.297124256946406,60.27039079024358,-10.064754674700039,-11.28472367889772,9.12665779643027,52.2679968328932,-10.912171231101219,-11.232426765152765,7.54654463754005,53.94028504953305,-6.972478914911679,-6.645858387045685,6.185580010705285,45.44510280002813,-3.4490333602413172,-3.9883839604026896,6.934013988105327,48.25305193678511,-6.495510607011718,-7.299664702140353,8.368648670155594,55.490038770528926,blues
blues.00007.wav,0.30792101611863837,0.19054817006798858,0.30479808541782827,0.9979756824106141,1451.7541466600417,1295.7286929676284,670.7500193180873,4085.29797460825,1577.369916630917,1609.833733945917,410.29643797816686,1950.3206722455652,2955.348796076819,2551.6845703125,1276.7365487131187,6503.02734375,0.06143500266060371,0.04931640625,0.043011742599829005,0.283203125,0.13178548216819763,0.11888990551233292,0.07438913732767105,0.3968462347984314,0.1261229882263837,0.052670084915979506,0.15257823759016126,1.0000000000000022,92.28515625,92.28515625,0.0,0.0,-179.39544684232592,-180.7403154677308,81.09185325697771,455.8357358630156,136.4592443182947,141.41879072537117,38.47554580644417,228.9109174350177,-26.656358930559175,-27.790125021497886,24.328408589386225,141.20877520598867,39.98802679164439,39.35445748352825,18.782553839128376,116.18829628726,5.289679318941769,8.798914176442938,25.504543332852982,127.01183767434085,10.924426906374086,11.01895814237118,11.678026645059393,80.2412508383047,-20.561889109447083,-19.11685265098113,12.800034870511698,86.61582777074227,8.513764278793534,7.037460070695344,12.305102667801897,77.0856184461573,-11.356908197621307,-11.818344389111779,13.118194565783494,82.68679551943336,-3.469077423708093,-4.847804991693721,13.354700432999492,71.65018088516496,-8.41455436414068,-6.473542842336663,12.148708053116465,81.45504781658755,-6.954826968424707,-7.228600537961672,9.151857073981114,66.76802092698745,-3.544535424055757,-3.0656128155575812,9.661952198049432,61.78445791957705,-8.051242199794862,-7.3178214466909886,7.576798671052126,49.793316716010935,-8.959536715733194,-8.870408877968934,9.071356605639082,56.46263594492943,-8.424337147616765,-9.289397890891756,8.39936479731587,60.34623100957405,-10.558884909220223,-11.154130971645523,7.210455112777017,49.2869743488302,-10.788158953621572,-10.575412882019965,7.777361895719085,55.04639160531049,-4.6937485203498905,-5.321348468925065,8.099044056307843,51.05685495282913,-8.638613351936616,-8.894433042851485,7.506549656271348,44.13758117136959,blues
blues.00008.wav,0.409037127504873,0.3300661525913863,0.29415602190202705,0.9967355207308112,1719.2131626636947,1604.9060980178297,404.21084422084056,3049.746898433322,2031.643883581744,1993.6658907911294,324.9814026084708,1462.4001158248584,3781.318801549197,3499.1455078125,1123.8060053333165,4920.3369140625,0.06402757957623839,0.0625,0.02705344827055859,0.23583984375,0.1424380987882614,0.13904258608818054,0.03882991150021553,0.21098831295967102,0.14975734744927424,0.06426768227423238,0.18045422104696046,1.0000000000000029,83.35433467741936,83.35433467741936,0.0,0.0,-121.36102354973461,-122.83395671051682,51.226665189389244,260.00257742810555,122.51311584398766,124.53998090320277,20.368994678688164,144.2417772419431,-14.74212968601219,-14.461925089367487,18.47756742210005,125.78500950183098,46.143444353661415,44.3858847115877,13.913895956036445,89.63912154246266,-8.165333684874648,-6.51174419236825,13.301428144850592,90.91625540489062,20.17652622884248,21.265493379111614,10.346572899734367,67.23113445369479,-19.1724784245114,-19.85429547436115,7.595932332469917,62.73400906189724,23.055616742537772,23.08673050568065,8.764011947418506,56.529402126365454,-11.830502524604467,-12.294692728246957,6.522557553139891,50.13285608200578,21.177008825261446,21.80353962063973,7.638631191187469,49.53101857909117,-6.721190455458154,-6.759983566142022,6.9968834556548964,54.347982877078174,7.010944930167264,7.364900739410617,7.488170238748682,53.038444276891184,-12.7418330153247,-13.639912426677322,7.865800770630348,52.63385685188253,5.06600486820184,5.535069891056329,7.109586591589309,49.6151042976616,-5.175477933017078,-5.364214701779913,5.735933343579143,34.18413525892046,-1.4440245964766518,-1.209096813317243,7.1079429520427695,40.51468772156142,-7.037070159027244,-7.096714760906551,5.37499301313612,41.201949978249274,2.6974511842612086,3.1430252593048023,6.077715397281149,39.076473347160345,3.409808578735636,3.1725417352323246,5.808513987898237,37.196739511104155,-2.6983528331802336,-2.4822819950132358,6.005774649600533,39.246010448879645,blues
blues.00009.wav,0.27400923057047744,0.1451263460232154,0.30386369252407996,0.9987852936842104,1817.5163862399386,1689.9885532591068,546.162342149517,3969.805956977058,1973.7390701415939,2016.1719252371786,337.87905275114065,1464.8818529041657,3944.451148443547,3736.0107421875,1169.4092766066055,5447.900390625,0.0792153184258901,0.07080078125,0.03710199195397739,0.392578125,0.08135201781988144,0.06429655849933624,0.06594188511371613,0.31297001242637634,0.1755576856473722,0.07657423263250293,0.20419362677693834,1.0000000000000027,129.19921875,129.19921875,0.0,0.0,-213.18080309588956,-209.69853148092153,78.31963619418126,317.43123874233254,115.15279374838548,119.41418024153992,28.260880570155027,217.39723338224957,-11.716264408856677,-7.522416316800613,25.861163198088747,112.12263127570756,39.029470220283855,34.51419106504905,18.726480769205228,118.34369476198142,-20.35275537664395,-16.006988573796356,23.07006308545884,124.20932323093727,13.082403820453807,14.343783742308972,16.703554590495138,97.18265551044506,-9.17348096542766,-7.821789352921698,11.262335970314291,73.60659182204867,9.01614794956253,9.073806713278461,8.247937864882092,48.32056140935218,-14.097913519808948,-14.615383777819563,10.495020600957078,61.94139464434443,4.2781771388089265,3.3022247949674854,9.618865377830192,63.365853643007796,-6.039593544130791,-6.253674823404895,9.216414437058006,59.60602758596632,3.784770210521138,4.2193107755546695,10.22360114784201,55.37198281923184,0.22566854741543824,-0.389879360410016,8.73988158812912,50.63958739680574,-5.113638410106276,-5.561530419589882,9.243177681996793,56.72247134198357,-0.4130633469271153,-0.6385723950816262,10.20161260159213,61.657881221853536,-1.184538343996453,-1.321714107090697,7.703154163091969,49.407947797817656,-1.9207143079284508,-1.4772966842084352,7.644860679693671,54.77111003815665,-2.2937284688504196,-2.5537369560344336,9.125133406953037,52.33953987968136,2.891266392767572,2.2933091344686733,8.776813023058624,61.91738994891532,-4.2332043242024335,-4.313153580430649,9.567357974586516,65.37546107379438,blues
